seqname trgroup start_5prime stop_5prime trlength seqlength trprop start_3prime stop_3prime
000329bc-d1c5-41e0-b788-33edb403e025 0 0 0 0 526 0 0 0
00058de9-6fa2-4997-8dcc-f127fb4919fd 0 0 0 0 2372 0 0 0
0005c83e-0e71-43e0-b1fc-7e76513ba182 0 0 0 0 647 0 0 0
000aadcb-5592-4c2f-ac6f-58cc38db29b9 0 0 0 0 3465 0 0 0
000ab28b-db24-4ee5-83d2-10d8fcd7a5e4 1 192 442 250 484 51.65 -43 -293
000ceda9-b66a-430c-9d0e-213c598e62c2 1 1445 1742 297 1793 16.56 -52 -349
000f9e01-abbb-4e97-99e1-2b7ef8cd862c 0 0 0 0 1739 0 0 0
0010bd89-2875-4da9-ac68-630723a64513 1 29 375 346 688 50.29 -314 -660
0010bd89-2875-4da9-ac68-630723a64513 2 454 627 173 688 25.15 -62 -235
001145e3-2765-454d-b4cc-47b2055d1298 0 0 0 0 550 0 0 0
001386f1-af1c-4a31-af0a-89f137a86ad4 0 0 0 0 490 0 0 0
0018a571-bd9c-4cce-9caf-267c782a4a49 1 31 291 260 2228 11.67 -1938 -2198
0018a571-bd9c-4cce-9caf-267c782a4a49 2 330 877 547 2228 24.55 -1352 -1899
0018a571-bd9c-4cce-9caf-267c782a4a49 3 978 1069 91 2228 4.08 -1160 -1251
0018a571-bd9c-4cce-9caf-267c782a4a49 4 1108 1167 59 2228 2.65 -1062 -1121
0018a571-bd9c-4cce-9caf-267c782a4a49 5 1320 2215 895 2228 40.17 -14 -909
0018e298-75a3-42ad-b3e9-8d3bedc0b1bd 0 0 0 0 250 0 0 0
001a67d3-98a5-48de-9735-88076486e2fe 1 254 300 46 1009 4.56 -710 -756
001a67d3-98a5-48de-9735-88076486e2fe 2 809 958 149 1009 14.77 -52 -201
001ba389-6075-4f5f-ab42-4d8cdb11d700 1 69 424 355 896 39.62 -473 -828
001ba389-6075-4f5f-ab42-4d8cdb11d700 2 529 843 314 896 35.04 -54 -368
001bfab8-4ead-4ab2-b657-27bab10c1c4e 0 0 0 0 3553 0 0 0
002440b2-1c7d-4941-96ac-ab0e4c83f456 1 53 866 813 866 93.88 -1 -814
0025f2b2-1c92-475a-99b6-ff61eb62567e 0 0 0 0 3618 0 0 0
00260c38-4e32-40e1-aa01-0b9cd82d22d2 0 0 0 0 231 0 0 0
00282b56-cba5-4a66-a5ba-9a9caa6f2efa 1 27 1053 1026 1061 96.7 -9 -1035
002a544f-5090-4ca5-b273-16bfe406ff6b 1 120 303 183 644 28.42 -342 -525
002a544f-5090-4ca5-b273-16bfe406ff6b 2 331 548 217 644 33.7 -97 -314
002f4b23-b4a9-468f-8698-357cfb5e66e2 0 0 0 0 349 0 0 0
0038f190-8e67-44fa-8601-b55e222b5220 1 55 340 285 428 66.59 -89 -374
003cc33d-61a2-4b75-acb5-a013c7c71716 0 0 0 0 262 0 0 0
003e1673-ded5-45f5-a724-e5af5ebba065 0 0 0 0 1527 0 0 0
0044a817-672a-47ee-b31d-4029643e1ea0 1 83 305 222 338 65.68 -34 -256
0047c2bd-1091-4494-b455-4884decd36e1 1 25 260 235 433 54.27 -174 -409
004df5ff-70eb-48e7-a9ef-4d295f1b0b08 0 0 0 0 701 0 0 0
005215c6-7397-47de-ad88-88de913ca501 1 170 367 197 587 33.56 -221 -418
0054a51b-63e6-4bb8-8151-335d85d63948 0 0 0 0 1049 0 0 0
00559aab-9e51-4a38-bb3c-fdde36c9de0b 1 60 407 347 436 79.59 -30 -377
00563d4b-82cb-4576-9cf9-a16c72d8b9b6 1 114 371 257 952 27 -582 -839
00563d4b-82cb-4576-9cf9-a16c72d8b9b6 2 463 656 193 952 20.27 -297 -490
005a0c1f-875d-4f93-bd3f-cfdb173d6f4d 1 24 382 358 1364 26.25 -983 -1341
005a0c1f-875d-4f93-bd3f-cfdb173d6f4d 2 549 627 78 1364 5.72 -738 -816
005c94c2-bfc0-4460-a789-e417b5137553 0 0 0 0 2387 0 0 0
005e0710-04db-46b8-bf5a-f80c9e7d309d 1 66 539 473 1126 42.01 -588 -1061
005e0710-04db-46b8-bf5a-f80c9e7d309d 2 655 1124 469 1126 41.65 -3 -472
0060b736-bb7e-419b-92bb-840a2dba12df 1 337 777 440 2140 20.56 -1364 -1804
0060b736-bb7e-419b-92bb-840a2dba12df 2 935 1071 136 2140 6.36 -1070 -1206
0060b736-bb7e-419b-92bb-840a2dba12df 3 1140 1563 423 2140 19.77 -578 -1001
0060b736-bb7e-419b-92bb-840a2dba12df 4 1644 2138 494 2140 23.08 -3 -497
00643982-40eb-4576-984a-0f9e013e7c8d 1 62 713 651 3644 17.86 -2932 -3583
00643982-40eb-4576-984a-0f9e013e7c8d 2 3309 3632 323 3644 8.86 -13 -336
00669669-da41-4e3d-b690-fb21f01f5dc8 0 0 0 0 401 0 0 0
0068e263-5225-4ab6-a92b-8ade1c9011fc 1 70 208 138 1029 13.41 -822 -960
006d2f7d-aee8-4d20-b232-e65505119f25 1 390 465 75 17078 0.44 -16614 -16689
006e23a3-8b6e-4175-a5ae-4e43bc5da915 1 28 696 668 704 94.89 -9 -677
0070840a-e72c-4271-bba4-218bf9e747dc 1 26 297 271 1545 17.54 -1249 -1520
0070840a-e72c-4271-bba4-218bf9e747dc 2 944 989 45 1545 2.91 -557 -602
0070840a-e72c-4271-bba4-218bf9e747dc 3 991 1026 35 1545 2.27 -520 -555
0070840a-e72c-4271-bba4-218bf9e747dc 4 1040 1076 36 1545 2.33 -470 -506
0070840a-e72c-4271-bba4-218bf9e747dc 5 1087 1115 28 1545 1.81 -431 -459
0070840a-e72c-4271-bba4-218bf9e747dc 6 1339 1485 146 1545 9.45 -61 -207
00774c92-d726-46ee-9a1a-b6d5785064ae 0 0 0 0 542 0 0 0
00786ae3-cc39-447a-a269-0fbda0c2b988 1 49 637 588 702 83.76 -66 -654
007be186-cee7-414d-8edf-767185578afb 0 0 0 0 990 0 0 0
007c8d4f-4b04-4c3b-a8d5-db9309e5a033 1 28 170 142 579 24.53 -410 -552
007c8d4f-4b04-4c3b-a8d5-db9309e5a033 2 320 522 202 579 34.89 -58 -260
007e1781-b41c-4952-9bcd-537479aec176 0 0 0 0 2898 0 0 0
007e4ede-c0b5-4b6d-a623-8c90e9ca7c33 0 0 0 0 9321 0 0 0
0081dd02-32d9-46cc-9fab-333e032ed941 1 67 574 507 3059 16.57 -2486 -2993
00842ab8-7cf7-4a29-bc43-6a4638427553 0 0 0 0 893 0 0 0
00868488-1073-4481-9108-0339a0baedec 1 62 211 149 1462 10.19 -1252 -1401
008c3379-1a75-4f9a-8cf6-cca104b424a8 0 0 0 0 511 0 0 0
008d19dd-a362-4eaa-8bf2-da329c1194dd 0 0 0 0 11992 0 0 0
008f19f2-9b72-4c13-9d33-0343bea76212 1 692 883 191 940 20.32 -58 -249
0093238b-2459-4ebb-a271-49e969c4c63a 1 2815 2853 38 6623 0.57 -3771 -3809
0093238b-2459-4ebb-a271-49e969c4c63a 2 3825 3860 35 6623 0.53 -2764 -2799
0096ab00-66b9-487c-8453-ea1990548e6b 0 0 0 0 1393 0 0 0
0096ab6c-1454-463c-8874-1dab16259c60 0 0 0 0 267 0 0 0
00988888-3fbc-4190-91fd-ceed0847b645 0 0 0 0 3263 0 0 0
009dbce0-40d7-461e-bd16-17b83b92f5a6 1 93 268 175 394 44.42 -127 -302
00a0f939-527e-4496-bd2b-020eb5f47f3b 1 1777 1930 153 1931 7.92 -2 -155
00a3d9e2-aefa-40ef-9766-8738205e7b40 1 24 291 267 1205 22.16 -915 -1182
00a3d9e2-aefa-40ef-9766-8738205e7b40 2 580 1104 524 1205 43.49 -102 -626
00a86c86-1bca-4ef7-9484-f6c2949e9353 0 0 0 0 2880 0 0 0
00ad2f2a-dc02-4c6e-b284-52a0cfdfddff 0 0 0 0 771 0 0 0
00ad6404-321c-4d7c-a811-457e203aab1d 0 0 0 0 321 0 0 0
00add983-9474-4c21-9343-b80f0caab798 0 0 0 0 143 0 0 0
00ae3bd0-b746-4c9e-8522-bc395bd431a1 1 17 739 722 747 96.65 -9 -731
00b425eb-0702-4718-9ebb-8bd472407163 0 0 0 0 637 0 0 0
00bbac5e-6a28-44b5-8850-19e8f6e3443f 0 0 0 0 1316 0 0 0
00bd3557-8ebd-480e-aa62-603d4136f973 1 51 203 152 1055 14.41 -853 -1005
00bdde2d-86bd-4a4f-b640-9e4539627b57 1 79 178 99 1452 6.82 -1275 -1374
00bdde2d-86bd-4a4f-b640-9e4539627b57 2 188 326 138 1452 9.5 -1127 -1265
00befafe-712a-40c6-9797-a8c66a6729d3 0 0 0 0 1318 0 0 0
00c43327-9709-4fec-988f-cf0ecc22d35c 1 62 310 248 328 75.61 -19 -267
00c65030-8f64-498a-bc76-0914c21a5c56 0 0 0 0 1732 0 0 0
00c729cf-2f29-4f5e-a4e7-ae80314784ab 0 0 0 0 206 0 0 0
00c9032f-aa02-4e01-ac17-89311bbc22ee 1 362 605 243 653 37.21 -49 -292
00c9a350-54d6-4a39-9287-7fbb3a4c78ed 1 58 253 195 298 65.44 -46 -241
00cb2294-8fbd-47f3-91b4-90907269d1c8 1 56 464 408 483 84.47 -20 -428
00d1bf48-abca-4f92-95ab-6c455c99844d 0 0 0 0 1766 0 0 0
00d5a35f-ea80-4b0e-aa17-a1af679147fd 0 0 0 0 3595 0 0 0
00d81d93-cbf7-46cb-bf37-8697b413fc21 0 0 0 0 992 0 0 0
00d900b7-86f0-4acd-b84d-94f96624726a 0 0 0 0 239 0 0 0
00da7a60-5e06-499e-af44-1ae303461714 0 0 0 0 821 0 0 0
00da7c96-6d09-4eba-97f7-d4ce297019ef 1 213 369 156 598 26.09 -230 -386
00da7c96-6d09-4eba-97f7-d4ce297019ef 2 389 430 41 598 6.86 -169 -210
00df6c14-408d-471b-a061-5a86fc80e3ec 1 70 309 239 600 39.83 -292 -531
00df6c14-408d-471b-a061-5a86fc80e3ec 2 376 590 214 600 35.67 -11 -225
00e22182-ef45-48ae-ad68-38550ff07516 1 23 54 31 1752 1.77 -1699 -1730
00edad4b-6caf-40ae-8f4b-5c47311c7310 0 0 0 0 297 0 0 0
00edfcfe-9e09-4a76-8bbd-154ed8144d8b 0 0 0 0 266 0 0 0
00effbe2-8ebd-4ac0-be37-122d11d3560e 1 258 590 332 882 37.64 -293 -625
00effbe2-8ebd-4ac0-be37-122d11d3560e 2 705 871 166 882 18.82 -12 -178
00f7a45b-1758-4137-bf26-1ed4646b2ce9 1 197 469 272 3093 8.79 -2625 -2897
00fa4cf9-56f9-4bb7-bf75-4ed596dcc99a 1 32 62 30 5712 0.53 -5651 -5681
00fae920-f3aa-494f-bf75-de1b83009965 0 0 0 0 748 0 0 0
00fbe751-673b-4265-ba22-8fac21ae78d3 1 489 1058 569 4665 12.2 -3608 -4177
00fc75f6-975e-49ec-8808-22c2e36c4c36 0 0 0 0 531 0 0 0
00fcb8ca-2763-4d84-8a49-e036e1967c1e 0 0 0 0 894 0 0 0
00ffe3cb-6ed9-416c-a91a-9fb35c0658ef 1 27 305 278 400 69.5 -96 -374
01038585-98fc-40ee-bb53-8a6d0583e7a3 0 0 0 0 707 0 0 0
01048461-14ae-45bc-b93c-a3888db9d8bd 0 0 0 0 345 0 0 0
01051592-dec4-4851-8c5a-aa6edd6e8b37 0 0 0 0 235 0 0 0
0106942f-958e-4091-ba07-c721635c9dd5 0 0 0 0 232 0 0 0
010743af-5a94-4916-9478-c558aeb9e628 1 790 1124 334 1192 28.02 -69 -403
010821e6-e7a5-4e2a-8387-1aaf10de1fdf 0 0 0 0 506 0 0 0
010d98b4-7c81-49d0-9cf7-955706cd8732 1 51 345 294 714 41.18 -370 -664
010f3bb8-22db-4224-a52c-d04cf0400727 1 21 772 751 775 96.9 -4 -755
0113d034-5cd3-4d4c-8508-eda52ba8ada0 1 67 522 455 572 79.55 -51 -506
01151f4a-7a67-433e-934b-9ba47246fc26 0 0 0 0 273 0 0 0
0118f03d-9234-46fa-b048-acc04d4cc981 1 27 1091 1064 1450 73.38 -360 -1424
0118f03d-9234-46fa-b048-acc04d4cc981 2 1207 1405 198 1450 13.66 -46 -244
011ebf13-4066-4608-b465-b46f3c98e17d 0 0 0 0 367 0 0 0
011f1937-5301-45c6-84e3-835ae510ce80 0 0 0 0 291 0 0 0
0126cf15-a31c-4c31-981f-f20f6817a565 1 5677 5796 119 6029 1.97 -234 -353
0126cf15-a31c-4c31-981f-f20f6817a565 2 5909 6027 118 6029 1.96 -3 -121
01271593-a934-45c1-a102-a345af6e2716 0 0 0 0 525 0 0 0
012ad3e0-4042-4f33-bd4d-7d0eeb8df4e7 1 280 1208 928 1351 68.69 -144 -1072
012ad3e0-4042-4f33-bd4d-7d0eeb8df4e7 2 1218 1261 43 1351 3.18 -91 -134
012b2b9c-47d7-4a80-8e2f-e5c8272abcf6 0 0 0 0 3570 0 0 0
012db754-dd0e-4f7b-80bc-64d85725ed75 0 0 0 0 365 0 0 0
012e41a2-9dec-45da-8306-816da45aab41 0 0 0 0 2957 0 0 0
0136c071-55f5-4895-823a-b33187d5d43a 1 324 462 138 952 14.5 -491 -629
013ae1c8-35d8-4caa-b2e1-5d4471156b62 1 1 547 546 1134 48.15 -588 -1134
013ae1c8-35d8-4caa-b2e1-5d4471156b62 2 548 1104 556 1134 49.03 -31 -587
013b4695-b6ec-4294-b859-b613def311e9 0 0 0 0 1550 0 0 0
013bd156-1d89-4865-93f0-2b920ef306c0 1 428 460 32 1652 1.94 -1193 -1225
013c8c67-c1a0-4c2d-ae0c-37a8d412bca3 0 0 0 0 1895 0 0 0
0143e868-20a4-4a6c-8741-485081aaeb81 0 0 0 0 5155 0 0 0
01447ef1-0019-40f9-bff6-707aa097e38d 1 100 266 166 292 56.85 -27 -193
0144d13a-d59d-4468-aa59-ceed9d841804 1 4 263 259 264 98.11 -2 -261
01467e8c-bedd-43cb-8669-be2df5fc98fc 0 0 0 0 2749 0 0 0
014ba465-6676-4b51-9f13-b9e9fb91d6ad 1 264 975 711 5889 12.07 -4915 -5626
014ba465-6676-4b51-9f13-b9e9fb91d6ad 2 1058 1472 414 5889 7.03 -4418 -4832
01510319-5289-4ca5-b13b-5132657eb2ef 0 0 0 0 569 0 0 0
0155a94b-3723-4b90-9360-b9d9dc536006 0 0 0 0 262 0 0 0
0157067b-9f03-40ef-9690-87fe73e21200 1 79 404 325 516 62.98 -113 -438
015b7902-3d12-4517-9572-875a1f02e34b 0 0 0 0 249 0 0 0
015f3c6a-8181-412b-a01b-0728cd8c7602 0 0 0 0 334 0 0 0
01608d8d-cac0-4b10-9f39-8ab9d20c6825 1 840 1038 198 1068 18.54 -31 -229
016454ed-69c0-4e57-a81c-5206077703c4 0 0 0 0 592 0 0 0
016466bc-570f-4ae7-8ca5-b8866636114f 0 0 0 0 5834 0 0 0
01656b6f-4c5c-497b-a349-acee3cd9410d 0 0 0 0 263 0 0 0
016d7962-c9fe-48e9-95f2-28a00cd11ca1 1 74 431 357 2325 15.35 -1895 -2252
016f3c3c-8346-4ed7-8573-f934e28b6550 0 0 0 0 265 0 0 0
0171dd01-c2a1-414d-ab83-ae63d1cb21b7 0 0 0 0 285 0 0 0
01728762-f092-45fd-a62a-aa3e7ffc9c92 1 544 574 30 875 3.43 -302 -332
01728762-f092-45fd-a62a-aa3e7ffc9c92 2 590 614 24 875 2.74 -262 -286
017296ea-106d-4f67-81fd-72444a778930 0 0 0 0 645 0 0 0
0179b75e-6181-4fbb-86c8-1ec2a4cd20e6 1 20 503 483 1446 33.4 -944 -1427
0179b75e-6181-4fbb-86c8-1ec2a4cd20e6 2 599 747 148 1446 10.24 -700 -848
0179b75e-6181-4fbb-86c8-1ec2a4cd20e6 3 987 1373 386 1446 26.69 -74 -460
017aff3a-96ae-4d69-b6b9-73defdbd9a67 1 149 239 90 366 24.59 -128 -218
017b7633-0e71-4082-922f-7e75d8b29474 0 0 0 0 1373 0 0 0
017cc117-ffa1-412c-b12b-506817bba4e5 1 28 836 808 846 95.51 -11 -819
0186f1f6-a738-465d-ba38-2640de5a0aea 0 0 0 0 2696 0 0 0
01885c97-829c-44fb-9586-fe0f00d470a0 1 74 427 353 2918 12.1 -2492 -2845
018875c5-6634-4c1e-a660-37da98e7e2ff 0 0 0 0 802 0 0 0
0190978e-43b9-471e-94e1-cd3d25fd34a2 1 42 871 829 2338 35.46 -1468 -2297
0190978e-43b9-471e-94e1-cd3d25fd34a2 2 1136 1606 470 2338 20.1 -733 -1203
0190978e-43b9-471e-94e1-cd3d25fd34a2 3 1760 2293 533 2338 22.8 -46 -579
0190dd24-5624-4aae-a05b-9412f533015d 0 0 0 0 2156 0 0 0
0191992d-cfdf-4037-9c66-271ea90cad2c 1 215 625 410 672 61.01 -48 -458
01951688-44eb-4bf7-aa3e-10446f7769b2 1 333 378 45 835 5.39 -458 -503
01985b79-03d6-4229-b565-874b4dce2144 0 0 0 0 163 0 0 0
0199db32-c9f3-4ec8-a1d7-791f8e73f9e5 1 68 207 139 1036 13.42 -830 -969
019e4157-b58a-423c-bdea-973051420829 0 0 0 0 559 0 0 0
01a80c12-3441-4851-b04e-7ba740a724f9 0 0 0 0 354 0 0 0
01a8534d-42e0-4a6d-a249-7a25200b7109 1 1223 1605 382 1739 21.97 -135 -517
01a8e308-93a7-4d77-8645-6b6e55e713f2 0 0 0 0 451 0 0 0
01abdadd-ee66-4a49-abee-064dcc8fdcc1 0 0 0 0 3619 0 0 0
01af2a9a-4ec9-4aa5-be02-c9298a06fc21 0 0 0 0 1977 0 0 0
01b14a0c-cce4-4c86-984a-4e5dd18cc5e7 0 0 0 0 2640 0 0 0
01b1ab93-37fe-4899-80e0-30a40f7effb9 1 1 27 26 741 3.51 -715 -741
01b1ab93-37fe-4899-80e0-30a40f7effb9 2 36 508 472 741 63.7 -234 -706
01b1ab93-37fe-4899-80e0-30a40f7effb9 3 612 658 46 741 6.21 -84 -130
01becc6a-e826-4762-94bc-a9f9bc599376 1 38 213 175 1031 16.97 -819 -994
01c1c5c6-7569-45f2-87ad-b534c25b4c38 1 59 662 603 954 63.21 -293 -896
01c1c5c6-7569-45f2-87ad-b534c25b4c38 2 779 949 170 954 17.82 -6 -176
01c5ecd1-5d88-4476-86ab-83eafb17341e 0 0 0 0 471 0 0 0
01c71e09-3832-4ffa-af0d-c2ca64be65cc 0 0 0 0 468 0 0 0
01ca704e-566c-4994-ac07-b308edf7bd09 0 0 0 0 181 0 0 0
01cd62c0-c09b-47f5-8fb0-31ec2add9113 1 58 201 143 1718 8.32 -1518 -1661
01d176c7-c65f-4e50-bfa3-a52554ff707d 0 0 0 0 367 0 0 0
01d3649c-819b-480d-81b1-a27b52078e77 1 65 205 140 356 39.33 -152 -292
01d3b15e-b004-47e6-8ae7-2bcd022b53c2 0 0 0 0 3094 0 0 0
01d4accd-420d-477c-8927-86d2bd22e53b 1 70 543 473 543 87.11 -1 -474
01d74007-d5a9-4544-8e75-4367f4159738 1 34 985 951 994 95.67 -10 -961
01d7720d-6179-4bdd-b71a-8c50c80b5d1f 0 0 0 0 284 0 0 0
01da5fd0-6279-4e41-bd92-eb560bc07425 1 22 411 389 580 67.07 -170 -559
01da5fd0-6279-4e41-bd92-eb560bc07425 2 425 536 111 580 19.14 -45 -156
01de954e-cdcf-4f7d-b9d0-0229d9257cb5 0 0 0 0 1575 0 0 0
01dffc49-3335-4fc5-9f5c-eb14e7815440 1 251 660 409 771 53.05 -112 -521
01e09895-f3a3-42e1-a136-dba90552c3d6 0 0 0 0 1828 0 0 0
01e31d3a-085a-4d4a-9361-dc402eb3edf0 0 0 0 0 1612 0 0 0
01e410e0-e2e1-4726-81d7-3214d40b460a 1 204 639 435 666 65.32 -28 -463
01e785c3-5ba0-4f9b-b2f9-2c6deccfb5ed 0 0 0 0 4524 0 0 0
01e9cbe1-5bea-40e8-a866-886628ee6841 0 0 0 0 1494 0 0 0
01ea48d9-5516-4bd8-a845-0ca4d85b9c50 1 226 373 147 373 39.41 -1 -148
01eb649c-bfe9-4979-a73c-db912c0a24f6 0 0 0 0 1757 0 0 0
01f6d5ca-9b1f-46ce-9502-cdb67c8f9246 0 0 0 0 825 0 0 0
01fb0f67-c34a-49e4-93dd-fb697bc7a71d 1 1074 1105 31 1735 1.79 -631 -662
02009748-2ae1-4247-8a6e-d4e4b3e5ef26 1 4608 4978 370 6180 5.99 -1203 -1573
0203b8c9-52ac-4980-a5d8-2f7c5ca8e4fb 1 221 745 524 1605 32.65 -861 -1385
0204cb05-63fc-434d-b14e-2351e60baff7 1 116 216 100 245 40.82 -30 -130
020919cf-5e06-42a9-920f-38ff0ebaa73a 1 23 262 239 320 74.69 -59 -298
020919cf-5e06-42a9-920f-38ff0ebaa73a 2 272 320 48 320 15 -1 -49
0209ee9f-89a3-4548-8850-c0738d5082c2 1 72 247 175 6643 2.63 -6397 -6572
020c534e-b3a3-492c-833d-5eebd13169cf 0 0 0 0 3131 0 0 0
020d4a13-82b5-4bf8-a6e1-19fbf6220efe 0 0 0 0 364 0 0 0
020f419e-8a96-4d0b-a54d-f36ae0a20648 0 0 0 0 5805 0 0 0
02193215-42a6-4f12-9fe3-ebe6d1c9f2ed 0 0 0 0 317 0 0 0
021a0e4c-51bd-4423-93a4-df3e54ea0fa2 0 0 0 0 357 0 0 0
021cb560-4272-4cb8-8136-e3e8b4996ca5 1 61 397 336 417 80.58 -21 -357
021dc6cb-60e7-476b-8547-b3bea6d9c820 1 85 305 220 691 31.84 -387 -607
021dc6cb-60e7-476b-8547-b3bea6d9c820 2 396 649 253 691 36.61 -43 -296
021ee888-856e-4aeb-b162-a355870508c1 0 0 0 0 2530 0 0 0
022018da-b436-4591-b849-9bc30d809e78 1 63 812 749 954 78.51 -143 -892
02204cd1-c010-4282-9095-73b247e63385 1 84 372 288 1996 14.43 -1625 -1913
02283f6d-8037-46bc-a2e4-0bb53307f069 1 1 74 73 424 17.22 -351 -424
02283f6d-8037-46bc-a2e4-0bb53307f069 2 119 298 179 424 42.22 -127 -306
02283f6d-8037-46bc-a2e4-0bb53307f069 3 327 360 33 424 7.78 -65 -98
02283f6d-8037-46bc-a2e4-0bb53307f069 4 361 424 63 424 14.86 -1 -64
022cfe37-160c-4689-8a34-794ef3289cd6 0 0 0 0 494 0 0 0
022f5ad2-84e1-4aa6-b805-939bd5f8855b 0 0 0 0 309 0 0 0
0230ca4a-84e2-45ca-98b9-d710cd8abbcb 0 0 0 0 743 0 0 0
0233d5c1-f309-4ae9-99b3-a646610c7fd5 1 26 587 561 1042 53.84 -456 -1017
0233d5c1-f309-4ae9-99b3-a646610c7fd5 2 711 1018 307 1042 29.46 -25 -332
0237df97-5cff-48cb-b95f-d987d3695a9c 1 605 644 39 1631 2.39 -988 -1027
0239c570-63da-4f14-8be9-c677defa12bb 1 275 724 449 1897 23.67 -1174 -1623
0239c570-63da-4f14-8be9-c677defa12bb 2 1095 1537 442 1897 23.3 -361 -803
0239c570-63da-4f14-8be9-c677defa12bb 3 1557 1702 145 1897 7.64 -196 -341
0239c570-63da-4f14-8be9-c677defa12bb 4 1714 1742 28 1897 1.48 -156 -184
0239c570-63da-4f14-8be9-c677defa12bb 5 1748 1803 55 1897 2.9 -95 -150
023d48f2-d141-4afb-8ce8-5dd8e24c7f93 0 0 0 0 253 0 0 0
023d98fa-1553-4211-ae95-20b05b545efd 1 121 472 351 532 65.98 -61 -412
023e2dc9-92ff-4359-9d00-6bd885a7d9cc 0 0 0 0 242 0 0 0
02407aba-6ca5-456c-b3dc-5eea6c3a1d24 0 0 0 0 513 0 0 0
0240f340-5365-43d0-92f0-bfa70bdef8aa 0 0 0 0 611 0 0 0
0240f59d-ecf6-4aa8-89c0-0418766dffae 0 0 0 0 279 0 0 0
02413063-4a96-4f1a-a1ce-86fac4e50c31 0 0 0 0 451 0 0 0
0243c2d2-db98-47c7-8577-18977f212400 1 23 197 174 4557 3.82 -4361 -4535
0243c2d2-db98-47c7-8577-18977f212400 2 325 561 236 4557 5.18 -3997 -4233
024a73e0-2d39-4e92-b5c5-8cfd9ee3e339 1 22 156 134 743 18.03 -588 -722
024a73e0-2d39-4e92-b5c5-8cfd9ee3e339 2 419 460 41 743 5.52 -284 -325
024b29b8-f319-4772-8b32-ce23a16734f8 1 32 125 93 2367 3.93 -2243 -2336
024c6799-2667-45f0-8c15-e4cef5c381a3 1 280 378 98 1198 8.18 -821 -919
024c6799-2667-45f0-8c15-e4cef5c381a3 2 379 544 165 1198 13.77 -655 -820
024c6799-2667-45f0-8c15-e4cef5c381a3 3 649 690 41 1198 3.42 -509 -550
024c6799-2667-45f0-8c15-e4cef5c381a3 4 711 959 248 1198 20.7 -240 -488
024c6799-2667-45f0-8c15-e4cef5c381a3 5 960 1005 45 1198 3.76 -194 -239
024c6799-2667-45f0-8c15-e4cef5c381a3 6 1077 1123 46 1198 3.84 -76 -122
024c6799-2667-45f0-8c15-e4cef5c381a3 7 1139 1184 45 1198 3.76 -15 -60
024e4663-a799-49e7-b5ac-9e0f1117ee4a 0 0 0 0 456 0 0 0
0255e432-4626-45b8-aea9-25c5fabbaee8 0 0 0 0 648 0 0 0
025e81db-846d-4a91-839a-14d11dfd1ece 1 5558 6007 449 6053 7.42 -47 -496
0262fed8-08dd-496a-b5c4-52bc5bab49d5 0 0 0 0 312 0 0 0
02642b13-daef-48a3-937a-4ea78b032c57 0 0 0 0 475 0 0 0
02646ba6-2633-4bc4-88f9-d30914c0f0fc 0 0 0 0 413 0 0 0
02675086-f767-4dbb-9ab5-52a49589f53e 1 455 1439 984 1551 63.44 -113 -1097
0272dbf5-8ee5-4a21-aabf-cd96b5214afe 0 0 0 0 2607 0 0 0
02735068-7f5c-43f8-9192-ff3e6dbb546f 1 487 628 141 1152 12.24 -525 -666
02735068-7f5c-43f8-9192-ff3e6dbb546f 2 665 809 144 1152 12.5 -344 -488
0274101d-d3a3-4534-b709-5fa3e13e567d 0 0 0 0 385 0 0 0
0274c981-4776-4696-a37e-f600a754d7f9 0 0 0 0 471 0 0 0
027514ce-2980-4cf8-8cbf-89ea3a877884 0 0 0 0 918 0 0 0
02753fc1-c630-41f1-ad4f-d5f4078578f3 1 30 513 483 523 92.35 -11 -494
0277f254-d337-4f2c-8582-fbcefb8fb16d 0 0 0 0 2580 0 0 0
0279674b-7d52-41ba-bf89-d239989aaf2b 1 24 342 318 843 37.72 -502 -820
0279674b-7d52-41ba-bf89-d239989aaf2b 2 659 807 148 843 17.56 -37 -185
027a6256-6e93-4931-9232-950782f40795 0 0 0 0 764 0 0 0
027ee334-dd16-4fea-b8d9-e5a70978a94e 0 0 0 0 240 0 0 0
028404de-1091-4977-99a9-5da34b9c001e 0 0 0 0 3096 0 0 0
02851ef4-7c7d-4596-9d16-a182611f417b 0 0 0 0 464 0 0 0
0287112e-d5e0-449c-adeb-85a7a52f6fed 0 0 0 0 680 0 0 0
0289db65-a09e-431e-ad26-c211576f8aec 0 0 0 0 304 0 0 0
028c1c24-3ca6-4928-8f79-bfcd27fac9e5 0 0 0 0 2765 0 0 0
028c866f-0291-4c6e-9dba-f30cb1474169 1 68 208 140 3898 3.59 -3691 -3831
028c866f-0291-4c6e-9dba-f30cb1474169 2 257 455 198 3898 5.08 -3444 -3642
028c866f-0291-4c6e-9dba-f30cb1474169 3 511 739 228 3898 5.85 -3160 -3388
028ed245-ea1d-4447-aa97-3a8d53b9f048 1 300 511 211 519 40.66 -9 -220
0292bf63-3c9a-468b-a308-2566e8ba70d4 1 66 365 299 1236 24.19 -872 -1171
0292bf63-3c9a-468b-a308-2566e8ba70d4 2 951 1001 50 1236 4.05 -236 -286
0297fee1-d794-435a-bea2-70de964b2f2f 0 0 0 0 1245 0 0 0
